Date/Time,01GROUNDFLOOR:KITCHEN:Zone Mean Air Temperature [C](Hourly),02FIRSTFLOOR:MASTER:Zone Mean Air Temperature [C](Hourly) 
 01/01  01:00:00,17.87922041424531,17.54467297637028 
 01/01  02:00:00,17.1312341720474,16.71475269568964 
 01/01  03:00:00,19.642704663918289,19.737466687997967 
 01/01  04:00:00,20.08466606113831,20.121797848623254 
 01/01  05:00:00,20.001815294295449,19.9977900049797 
 01/01  06:00:00,20.046042176391454,20.06994444470277 
 01/01  07:00:00,20.0765411128174,20.125650213549759 
 01/01  08:00:00,20.05264326289307,20.117646060853134 
 01/01  09:00:00,20.022923379039143,20.059095708263145 
 01/01  10:00:00,20.045582367612604,20.10026165917658 
 01/01  11:00:00,18.895596927981374,18.05758598783013 
 01/01  12:00:00,18.655734080379398,18.17529263322383 
 01/01  13:00:00,18.602729813695306,18.231383929649867 
 01/01  14:00:00,18.605487632203557,18.148418983862635 
 01/01  15:00:00,18.511530345196474,17.652299089601649 
 01/01  16:00:00,18.237462823188964,17.079645390086229 
 01/01  17:00:00,19.926055534657949,19.855865859675313 
 01/01  18:00:00,20.039903562162967,20.104537700229515 
 01/01  19:00:00,20.034334203458447,20.09491829548503 
 01/01  20:00:00,20.020557629440625,20.040878271082606 
 01/01  21:00:00,20.0407529360133,20.08623801600477 
 01/01  22:00:00,20.03892430546744,20.09933928097941 
 01/01  23:00:00,20.039272754035495,20.09818639978763 
 01/01  24:00:00,20.030227873444845,20.042094539400034 
 01/02  01:00:00,17.981600134979659,17.63195884992485 
 01/02  02:00:00,17.418808615065467,16.976022313906165 
 01/02  03:00:00,19.795977431639647,19.829693771155648 
 01/02  04:00:00,20.0784413458895,20.111329205859577 
 01/02  05:00:00,20.073362424062624,20.11267219093092 
 01/02  06:00:00,20.06802943026164,20.10943239522124 
 01/02  07:00:00,20.054055074253659,20.121179688000315 
 01/02  08:00:00,20.04073787696533,20.115112350292656 
 01/02  09:00:00,20.02174711645911,20.047065768023644 
 01/02  10:00:00,20.03309813626643,20.09562135981379 
 01/02  11:00:00,18.967539368866757,17.929301276700536 
 01/02  12:00:00,18.651993249119835,17.339461789612849 
 01/02  13:00:00,18.650996148575879,17.446830102848496 
 01/02  14:00:00,18.640370608727719,17.651750887167674 
 01/02  15:00:00,18.52237807807941,17.458586683436349 
 01/02  16:00:00,18.308610587287498,16.993491243352247 
 01/02  17:00:00,19.93484834743647,19.85250575449068 
 01/02  18:00:00,20.04809881365809,20.103361822662067 
 01/02  19:00:00,20.0336479733922,20.10634491417629 
 01/02  20:00:00,20.016826913604875,20.03987686572881 
 01/02  21:00:00,20.04178574630911,20.098814119897467 
 01/02  22:00:00,20.042530438685057,20.098906759790404 
 01/02  23:00:00,20.041628881056086,20.097494824624748 
 01/02  24:00:00,20.035369031762629,20.057853598679068 
 01/03  01:00:00,17.95185288509336,17.557197535675799 
 01/03  02:00:00,17.382222975401896,16.87364206154251 
 01/03  03:00:00,19.792042392582709,19.813425723948258 
