Date/Time,01GROUNDFLOOR:KITCHEN:Zone Mean Air Temperature [C](Hourly),02FIRSTFLOOR:MASTER:Zone Mean Air Temperature [C](Hourly) 
 01/01  01:00:00,17.433288311485975,17.139745830973035 
 01/01  02:00:00,16.619345975962895,16.218686357124225 
 01/01  03:00:00,19.594616122371375,19.711616772684317 
 01/01  04:00:00,20.11070292413788,20.184843200068305 
 01/01  05:00:00,20.019362931777438,20.019555742202607 
 01/01  06:00:00,20.068971935932315,20.105571040581336 
 01/01  07:00:00,20.12051279577387,20.160821458067504 
 01/01  08:00:00,20.096934975669819,20.179553471852615 
 01/01  09:00:00,20.06699755699624,20.096410290882966 
 01/01  10:00:00,20.088154732686506,20.164551786354666 
 01/01  11:00:00,18.004096771075603,17.588831594761169 
 01/01  12:00:00,17.653022754664968,17.606659363571489 
 01/01  13:00:00,17.565714691041778,17.641869715126405 
 01/01  14:00:00,17.54721722609329,17.537614846639128 
 01/01  15:00:00,17.41291202684115,17.04210609677927 
 01/01  16:00:00,17.109133198815827,16.515917804480105 
 01/01  17:00:00,19.827918426803956,19.836511763732838 
 01/01  18:00:00,20.092408886481203,20.14818167355845 
 01/01  19:00:00,20.09104502319678,20.13380250495264 
 01/01  20:00:00,20.088104407311925,20.144280321484176 
 01/01  21:00:00,20.08697556803896,20.13817473283064 
 01/01  22:00:00,20.0802817062684,20.133243805152646 
 01/01  23:00:00,20.07986652958435,20.124242654873009 
 01/01  24:00:00,20.053918522814479,20.075495698119395 
 01/02  01:00:00,17.56522273885546,17.25378130309075 
 01/02  02:00:00,16.98462621420572,16.559301178002444 
 01/02  03:00:00,19.78839850139203,19.828832198303894 
 01/02  04:00:00,20.11468472826974,20.149335315996866 
 01/02  05:00:00,20.103476107982709,20.149716522408487 
 01/02  06:00:00,20.103101063625524,20.150650261988824 
 01/02  07:00:00,20.110258690274486,20.16227604748359 
 01/02  08:00:00,20.083639040557828,20.139494464468457 
 01/02  09:00:00,20.04686662663536,20.07604629107102 
 01/02  10:00:00,20.080134809401554,20.13549788576468 
 01/02  11:00:00,18.106025577183887,17.501579671896726 
 01/02  12:00:00,17.64096567080223,16.860334198426597 
 01/02  13:00:00,17.62465984430476,16.98631528666297 
 01/02  14:00:00,17.58685840571747,17.14241957584776 
 01/02  15:00:00,17.460640246845196,16.93501595071377 
 01/02  16:00:00,17.240321177004679,16.501909373640595 
 01/02  17:00:00,19.849076822087107,19.83038870781381 
 01/02  18:00:00,20.088658600894474,20.138851005893114 
 01/02  19:00:00,20.09160779456743,20.13976665879239 
 01/02  20:00:00,20.04502428768533,20.078703767059979 
 01/02  21:00:00,20.09320085590282,20.139654007457407 
 01/02  22:00:00,20.08335737130996,20.136384934588685 
 01/02  23:00:00,20.091207059797616,20.136581687821509 
 01/02  24:00:00,20.053627775041023,20.082702838190927 
 01/03  01:00:00,17.521920510765825,17.174340247280179 
 01/03  02:00:00,16.92926812518936,16.442776573530993 
 01/03  03:00:00,19.77834897367976,19.804606209279215 
 01/03  04:00:00,20.125471840505189,20.16543861513547 
 01/03  05:00:00,20.091974192444348,20.155422002345025 
 01/03  06:00:00,20.100731617019578,20.147992785583815 
 01/03  07:00:00,20.10732620335795,20.153563068728329 
 01/03  08:00:00,20.101091539834426,20.149623603614417 
 01/03  09:00:00,20.056892893565946,20.082063642986243 
 01/03  10:00:00,20.086505428467704,20.139465928552519 
 01/03  11:00:00,18.020316662898695,17.548979926825966 
 01/03  12:00:00,17.579351179805113,16.949176316004235 
 01/03  13:00:00,17.35407638962323,16.587010172782138 
 01/03  14:00:00,17.295906132498695,16.4716874625062 
 01/03  15:00:00,17.210284643576949,16.36593189263469 
 01/03  16:00:00,17.105981127586106,16.257200809641959 
 01/03  17:00:00,19.85415825115306,19.82714010898995 
 01/03  18:00:00,20.08571610364688,20.14414599514815 
 01/03  19:00:00,20.074091203897376,20.131251496540597 
 01/03  20:00:00,20.08003361488187,20.12196340790102 
 01/03  21:00:00,20.081901203402539,20.139330577318753 
 01/03  22:00:00,20.07868637373109,20.132915642969907 
 01/03  23:00:00,20.082783036989825,20.12493407401313 
 01/03  24:00:00,20.05420704555227,20.07473495326283 
 01/04  01:00:00,17.489460728941184,17.116414882677295 
 01/04  02:00:00,16.762341432696446,16.253168040412335 
 01/04  03:00:00,19.687528394315334,19.749414903394606 
