Date/Time,01GROUNDFLOOR:KITCHEN:Zone Mean Air Temperature [C](Hourly),02FIRSTFLOOR:MASTER:Zone Mean Air Temperature [C](Hourly) 
 01/01  01:00:00,15.028784414636096,14.809365989910928 
 01/01  02:00:00,14.340115031701906,13.91358778317684 
 01/01  03:00:00,17.53150298749764,17.617632937022898 
 01/01  04:00:00,17.98542982953458,18.05009432963811 
 01/01  05:00:00,17.874748803908408,17.874308273312555 
 01/01  06:00:00,17.933632950349293,17.958291133823367 
 01/01  07:00:00,17.968431435744848,18.02493232253412 
 01/01  08:00:00,17.957294201118729,18.043185424215094 
 01/01  09:00:00,17.956336037128254,18.02386126756665 
 01/01  10:00:00,17.94744327383685,18.031682903046968 
 01/01  11:00:00,15.637656342658304,15.174144574730978 
 01/01  12:00:00,15.586093719749489,15.261996910554143 
 01/01  13:00:00,15.468439729737053,15.296503053607133 
 01/01  14:00:00,15.466492435234067,15.207568376519954 
 01/01  15:00:00,15.342407339248837,14.743985336187283 
 01/01  16:00:00,15.01370702542237,14.229042456267577 
 01/01  17:00:00,17.72300603415458,17.689677898293288 
 01/01  18:00:00,17.940700765377259,18.01931195809206 
 01/01  19:00:00,17.93322656933685,18.00116580568649 
 01/01  20:00:00,17.89742321367651,17.928505658124214 
 01/01  21:00:00,17.927412534115779,17.997562977908794 
 01/01  22:00:00,17.931781609466538,17.989146283848649 
 01/01  23:00:00,17.932461483049758,17.986611572460398 
 01/01  24:00:00,17.906466787695576,17.9304036299784 
 01/02  01:00:00,15.24497346398569,14.99111444206589 
 01/02  02:00:00,14.841366333072056,14.377330451757239 
 01/02  03:00:00,17.697605029287339,17.69339642153536 
 01/02  04:00:00,17.94612189721616,18.012577778691005 
 01/02  05:00:00,17.946732133549575,17.998115756534426 
 01/02  06:00:00,17.95564935408185,18.002151215945767 
 01/02  07:00:00,17.95287602860371,18.002824008569648 
 01/02  08:00:00,17.948111275052946,17.998106689020568 
 01/02  09:00:00,17.89831970694734,17.93246561757048 
 01/02  10:00:00,17.92981245839872,17.999061765250528 
 01/02  11:00:00,15.836899283426801,15.16719710878808 
 01/02  12:00:00,15.569971866473733,14.60636996204178 
 01/02  13:00:00,15.548451241974018,14.739340550205452 
 01/02  14:00:00,15.525619192262708,14.881687865648255 
 01/02  15:00:00,15.384506870590153,14.679605996238213 
 01/02  16:00:00,15.14839798319641,14.255509845083019 
 01/02  17:00:00,17.744060311931614,17.70067370200392 
 01/02  18:00:00,17.947835496003,18.02153863737528 
 01/02  19:00:00,17.932750897736179,18.00151772130404 
 01/02  20:00:00,17.909402525699819,17.926656180686956 
 01/02  21:00:00,17.935507336411058,17.999412842985384 
 01/02  22:00:00,17.947756711042375,17.98541497043159 
 01/02  23:00:00,17.947029608264687,17.99239170472311 
 01/02  24:00:00,17.910911827440815,17.93668361136389 
 01/03  01:00:00,15.161157385847624,14.886085708091553 
 01/03  02:00:00,14.743078549216105,14.235333893860421 
 01/03  03:00:00,17.683326254102654,17.686765484389349 
 01/03  04:00:00,17.946942454385977,18.02680676741422 
 01/03  05:00:00,17.95605863200359,18.012057721290178 
 01/03  06:00:00,17.95043192190075,18.02019332403689 
 01/03  07:00:00,17.972611789065703,18.019176897519328 
 01/03  08:00:00,17.955073900913477,18.01939803624462 
 01/03  09:00:00,17.963036641860258,18.006464299358457 
 01/03  10:00:00,17.963085661901297,18.005774213225778 
 01/03  11:00:00,15.694312357261272,15.292367641890053 
 01/03  12:00:00,15.409354292202363,14.67668794568361 
 01/03  13:00:00,15.209080924304566,14.417340198022849 
 01/03  14:00:00,15.169262100772347,14.326715939561712 
 01/03  15:00:00,15.110296678531656,14.255816700110819 
 01/03  16:00:00,15.01685711638174,14.16085506857491 
 01/03  17:00:00,17.74651986410281,17.7128903010706 
 01/03  18:00:00,17.950089085913839,18.012400878050369 
 01/03  19:00:00,17.914925414254097,17.980108480010104 
 01/03  20:00:00,17.899880920823024,17.923996630371414 
 01/03  21:00:00,17.939592388536263,17.992376577880273 
 01/03  22:00:00,17.94742555268344,18.000344557767784 
 01/03  23:00:00,17.93199408584048,17.99427308808184 
 01/03  24:00:00,17.911077361131889,17.93082034573689 
 01/04  01:00:00,15.126172485313017,14.825252137347203 
 01/04  02:00:00,14.573450827317743,14.068722664014335 
 01/04  03:00:00,17.646752584331929,17.668242794038208 
 01/04  04:00:00,17.989354386233864,18.040616762905534 
 01/04  05:00:00,17.96463622815552,18.046674354153823 
 01/04  06:00:00,17.969473470746367,18.0393684813004 
 01/04  07:00:00,17.960192949578,18.037452891994023 
 01/04  08:00:00,17.978142542030008,18.0292689509581 
 01/04  09:00:00,17.95606522689897,18.006633643429223 
 01/04  10:00:00,17.943892102462756,18.012758632375957 
 01/04  11:00:00,15.190782009731258,14.851176541499259 
 01/04  12:00:00,15.027836496137745,14.285746908330957 
 01/04  13:00:00,14.887473726527702,14.116141308173657 
 01/04  14:00:00,14.793515389057504,13.955899690065678 
 01/04  15:00:00,14.730996002530305,13.867146836403581 
 01/04  16:00:00,14.509431080513103,13.662559356126746 
 01/04  17:00:00,17.679443191855947,17.641489492166416 
 01/04  18:00:00,17.950572606924138,18.013048974304988 
 01/04  19:00:00,17.940144314187948,18.0140433990692 
 01/04  20:00:00,17.918724123850148,17.929178878114365 
 01/04  21:00:00,17.949798584670409,17.994068010466529 
 01/04  22:00:00,17.958762224981485,18.040529770186866 
 01/04  23:00:00,17.962901558942936,18.025582564894927 
 01/04  24:00:00,17.930252677115975,17.94670978404821 
 01/05  01:00:00,14.24944600097807,13.96207239242662 
 01/05  02:00:00,13.714986489040987,13.06703675855287 
 01/05  03:00:00,17.402753267905529,17.431472508065775 
 01/05  04:00:00,17.93120486795985,17.9759735942715 
 01/05  05:00:00,17.985463045370176,18.050510440742167 
 01/05  06:00:00,17.974600146167135,18.013373155370034 
 01/05  07:00:00,17.955630603526168,18.00194488197417 
 01/05  08:00:00,17.951042818368046,18.0099816555028 
 01/05  09:00:00,17.91622722254717,17.929084507304294 
 01/05  10:00:00,17.938016141386546,18.01037733204319 
 01/05  11:00:00,15.778224226828595,15.272228328045602 
 01/05  12:00:00,15.38964873182892,14.654547391534289 
 01/05  13:00:00,15.177784821156488,14.31569834696878 
 01/05  14:00:00,15.109663432671809,14.206826740040937 
 01/05  15:00:00,14.987959102255136,14.078287609462045 
 01/05  16:00:00,14.895553569893452,13.994561384853846 
 01/05  17:00:00,17.72893039240561,17.69536353053099 
 01/05  18:00:00,17.93967065023893,18.00448837420626 
 01/05  19:00:00,17.936262558795034,17.993684139526594 
 01/05  20:00:00,17.93470663216753,17.987862828396268 
 01/05  21:00:00,17.930775566988197,17.98458441591919 
 01/05  22:00:00,17.934261208848669,17.997963553640156 
 01/05  23:00:00,17.94295245324662,17.978299572264168 
 01/05  24:00:00,17.914073888334593,17.927365285609434 
 01/06  01:00:00,15.35251086544925,15.004495925885305 
 01/06  02:00:00,14.845938768258982,14.312431111071615 
 01/06  03:00:00,14.532865786811632,13.92034728612639 
 01/06  04:00:00,14.417422575562896,13.758794486265187 
 01/06  05:00:00,15.888399807562767,15.537487887834363 
 01/06  06:00:00,17.909167334179878,17.9451816907441 
 01/06  07:00:00,17.976300387681385,18.03068356857618 
 01/06  08:00:00,16.720930298217988,16.576814602942723 
 01/06  09:00:00,15.188674322527567,14.632661179126199 
 01/06  10:00:00,14.940050365207604,14.26783814581337 
