Date/Time,01GROUNDFLOOR:KITCHEN:Zone Mean Air Temperature [C](Hourly),02FIRSTFLOOR:MASTER:Zone Mean Air Temperature [C](Hourly) 
 01/01  01:00:00,15.129117847998966,14.910271842538628 
 01/01  02:00:00,14.421453863678492,13.892570856923406 
 01/01  03:00:00,18.23323699169684,18.305509287862138 
 01/01  04:00:00,18.687332773660097,18.72831049311729 
 01/01  05:00:00,18.629621716907609,18.631500101132983 
 01/01  06:00:00,18.686536679685568,18.730012794034609 
 01/01  07:00:00,18.75355726145864,18.807327808115688 
 01/01  08:00:00,18.7361354655427,18.832694689039998 
 01/01  09:00:00,18.715752467865543,18.80815411763291 
 01/01  10:00:00,18.71611598134239,18.803112034598038 
 01/01  11:00:00,15.659661299432454,15.210103312347389 
 01/01  12:00:00,15.795677102408402,15.252037529483104 
 01/01  13:00:00,15.60767030211256,15.246048290682893 
 01/01  14:00:00,15.590876645156133,15.144955816942782 
 01/01  15:00:00,15.435739954703454,14.676730066341648 
 01/01  16:00:00,15.052978850221685,14.103947035628785 
 01/01  17:00:00,18.44062619675956,18.403780846305727 
 01/01  18:00:00,18.73702570400374,18.807790459495469 
 01/01  19:00:00,18.720238380186929,18.801309505818517 
 01/01  20:00:00,18.718072435092908,18.786333107939993 
 01/01  21:00:00,18.712650211507808,18.802549765978008 
 01/01  22:00:00,18.69741923910017,18.781596113579544 
 01/01  23:00:00,18.692600341287795,18.77192042371018 
 01/01  24:00:00,18.67923877569865,18.717002338882183 
 01/02  01:00:00,15.385005273086632,15.128091589089685 
 01/02  02:00:00,15.02468886758999,14.455448397838954 
 01/02  03:00:00,18.421534989468215,18.431383653703756 
 01/02  04:00:00,18.745368446533538,18.797625049775527 
 01/02  05:00:00,18.71888352127673,18.795458581950748 
 01/02  06:00:00,18.729218786390228,18.802935385951927 
 01/02  07:00:00,18.747466266860223,18.81473370938928 
 01/02  08:00:00,18.693611338623965,18.775326150741756 
 01/02  09:00:00,18.66753839371289,18.70347172375758 
 01/02  10:00:00,18.72062730640432,18.79378085181073 
 01/02  11:00:00,15.971674239959445,15.262922839986466 
 01/02  12:00:00,15.757701246772705,14.65725661203635 
 01/02  13:00:00,15.709158593296238,14.759166727358405 
 01/02  14:00:00,15.662123955525212,14.865028213657436 
 01/02  15:00:00,15.497761316244624,14.644400067047343 
 01/02  16:00:00,15.239546091929594,14.20723192249932 
 01/02  17:00:00,18.467343106710638,18.41668882463562 
 01/02  18:00:00,18.71046992434823,18.829602248797089 
 01/02  19:00:00,18.7158196478171,18.80469938449465 
 01/02  20:00:00,18.673887412866799,18.707506693508575 
 01/02  21:00:00,18.698837816459194,18.774886237525377 
 01/02  22:00:00,18.705244209926563,18.782473857584657 
 01/02  23:00:00,18.6999776215045,18.769282727555898 
 01/02  24:00:00,18.691130617688775,18.720389902145784 
 01/03  01:00:00,15.277082859701068,15.001446866374787 
 01/03  02:00:00,14.87322268542634,14.244046871869044 
 01/03  03:00:00,18.40442598420465,18.397988900102815 
 01/03  04:00:00,18.768592196709336,18.835817899955257 
 01/03  05:00:00,18.728327855071094,18.791350788960018 
 01/03  06:00:00,18.728272087476744,18.795926945491816 
 01/03  07:00:00,18.74230427454625,18.808213590318709 
 01/03  08:00:00,18.735307285728653,18.807177834415677 
 01/03  09:00:00,18.72792026381772,18.80588069440224 
 01/03  10:00:00,18.683525842259276,18.784321302741995 
 01/03  11:00:00,15.798010943614202,15.44854163426723 
 01/03  12:00:00,15.615779839970195,14.865971545972166 
 01/03  13:00:00,15.403278904970833,14.519428994835988 
 01/03  14:00:00,15.346867735299377,14.416357020599988 
 01/03  15:00:00,15.292851655680755,14.332485600099635 
 01/03  16:00:00,15.178575067765954,14.22414504875926 
 01/03  17:00:00,18.484634799875609,18.441621455939015 
 01/03  18:00:00,18.697747867082009,18.790957026481509 
 01/03  19:00:00,18.707920505548448,18.76512993794458 
 01/03  20:00:00,18.674718872566488,18.694411089054 
 01/03  21:00:00,18.711341523336288,18.784719180511077 
 01/03  22:00:00,18.69872345322015,18.792870420931466 
 01/03  23:00:00,18.69776250731327,18.77665619905985 
 01/03  24:00:00,18.650763312248267,18.689191351002714 
